loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,verification_status,annual_inc,loan_status,purpose,dti,pub_rec_bankruptcies,issue_year,issue_month
8000,36,17.74,E,E5,< 1 year,RENT,Not Verified,40000.0,Fully Paid,major_purchase,8.91,0.0,2009,12
5000,36,13.57,C,C3,3 years,RENT,Not Verified,35520.0,Fully Paid,major_purchase,14.05,0.0,2009,12
15000,36,16.0,D,D5,3 years,RENT,Not Verified,52000.0,Fully Paid,debt_consolidation,10.08,0.0,2009,12
6000,36,11.48,B,B2,< 1 year,RENT,Not Verified,75000.0,Fully Paid,credit_card,11.9,0.0,2009,12
7750,36,11.83,B,B3,1 year,OWN,Not Verified,21000.0,Fully Paid,debt_consolidation,17.43,0.0,2009,12
3500,36,13.57,C,C3,10+ years,OWN,Not Verified,88000.0,Fully Paid,major_purchase,16.05,0.0,2009,12
3200,36,11.14,B,B1,3 years,RENT,Not Verified,30000.0,Fully Paid,debt_consolidation,5.04,0.0,2009,12
16000,36,11.83,B,B3,< 1 year,RENT,Not Verified,40000.0,Fully Paid,other,9.6,0.0,2009,12
12000,36,13.57,C,C3,10+ years,MORTGAGE,Verified,98004.0,Fully Paid,debt_consolidation,0.18,0.0,2009,12
6400,36,12.53,B,B5,10+ years,RENT,Not Verified,58500.0,Fully Paid,other,18.22,0.0,2009,12
5000,36,8.94,A,A5,6 years,RENT,Not Verified,41017.56,Fully Paid,credit_card,14.16,0.0,2009,12
3200,36,11.48,B,B2,1 year,RENT,Not Verified,110000.0,Fully Paid,other,6.63,0.0,2009,12
25000,36,15.65,D,D4,4 years,RENT,Verified,55000.0,Fully Paid,small_business,4.25,0.0,2009,12
25000,36,12.53,B,B5,10+ years,MORTGAGE,Not Verified,84000.0,Fully Paid,debt_consolidation,13.63,0.0,2009,12
15400,36,14.26,C,C5,9 years,RENT,Verified,120000.0,Fully Paid,credit_card,7.98,0.0,2009,12
4000,36,8.94,A,A5,3 years,RENT,Not Verified,20400.0,Fully Paid,moving,3.88,0.0,2009,12
24250,36,15.31,D,D3,7 years,RENT,Verified,80000.0,Fully Paid,debt_consolidation,24.3,0.0,2009,12
6000,36,11.48,B,B2,10+ years,MORTGAGE,Not Verified,65000.0,Fully Paid,debt_consolidation,18.11,0.0,2009,12
18000,36,13.22,C,C2,7 years,MORTGAGE,Verified,47682.0,Charged Off,other,12.33,0.0,2009,12
5000,36,12.87,C,C1,< 1 year,RENT,Not Verified,39516.0,Fully Paid,debt_consolidation,20.01,0.0,2009,12
4900,36,13.22,C,C2,< 1 year,OWN,Not Verified,36000.0,Charged Off,other,19.53,0.0,2009,12
4500,36,7.4,A,A2,3 years,MORTGAGE,Not Verified,60000.0,Fully Paid,car,12.76,0.0,2009,12
9000,36,8.59,A,A4,2 years,MORTGAGE,Not Verified,160000.0,Fully Paid,debt_consolidation,10.32,0.0,2009,12
5500,36,8.94,A,A5,3 years,RENT,Not Verified,54000.0,Fully Paid,credit_card,13.71,0.0,2009,12
6000,36,7.74,A,A3,9 years,MORTGAGE,Not Verified,106300.0,Fully Paid,credit_card,6.89,0.0,2009,12
3500,36,12.18,B,B4,< 1 year,RENT,Not Verified,40000.0,Fully Paid,other,18.18,1.0,2009,12
5000,36,8.94,A,A5,2 years,MORTGAGE,Not Verified,92700.0,Fully Paid,credit_card,15.02,0.0,2009,12
7900,36,8.59,A,A4,10+ years,MORTGAGE,Not Verified,91000.0,Fully Paid,credit_card,15.2,0.0,2009,12
1000,36,12.53,B,B5,8 years,RENT,Not Verified,28000.0,Fully Paid,other,20.19,0.0,2009,12
5000,36,11.48,B,B2,10+ years,MORTGAGE,Not Verified,58000.0,Charged Off,debt_consolidation,8.67,1.0,2009,12
14500,36,12.53,B,B5,10+ years,RENT,Not Verified,28000.0,Fully Paid,debt_consolidation,15.13,0.0,2009,12
10000,36,12.87,C,C1,< 1 year,MORTGAGE,Not Verified,34000.0,Fully Paid,debt_consolidation,21.42,0.0,2009,12
4200,36,12.53,B,B5,2 years,RENT,Not Verified,30000.0,Fully Paid,other,18.36,0.0,2009,12
24250,36,14.96,D,D2,10+ years,MORTGAGE,Not Verified,67000.0,Fully Paid,debt_consolidation,21.74,0.0,2009,12
17600,36,13.57,C,C3,< 1 year,MORTGAGE,Not Verified,121000.0,Fully Paid,debt_consolidation,23.83,0.0,2009,12
13000,36,14.26,C,C5,5 years,RENT,Not Verified,40000.0,Fully Paid,other,23.85,0.0,2009,12
4000,36,14.26,C,C5,3 years,RENT,Not Verified,38000.0,Fully Paid,wedding,9.92,0.0,2009,12
12600,36,11.83,B,B3,5 years,RENT,Verified,47250.0,Fully Paid,debt_consolidation,20.14,0.0,2009,12
1500,36,8.94,A,A5,< 1 year,RENT,Not Verified,52000.0,Fully Paid,major_purchase,7.27,0.0,2009,12
7000,36,8.94,A,A5,2 years,RENT,Not Verified,40000.0,Fully Paid,debt_consolidation,18.42,0.0,2009,12
15000,36,19.82,G,G1,7 years,MORTGAGE,Not Verified,55000.0,Fully Paid,small_business,17.87,0.0,2009,12
12000,36,8.94,A,A5,4 years,RENT,Not Verified,56000.0,Fully Paid,debt_consolidation,10.26,0.0,2009,12
10000,36,15.31,D,D3,< 1 year,RENT,Not Verified,30000.0,Fully Paid,debt_consolidation,18.6,0.0,2009,12
12000,36,11.83,B,B3,3 years,OWN,Not Verified,97000.0,Fully Paid,debt_consolidation,2.09,0.0,2009,12
12000,36,12.18,B,B4,2 years,RENT,Not Verified,60000.0,Fully Paid,debt_consolidation,17.86,0.0,2009,12
5000,36,11.48,B,B2,10+ years,OWN,Not Verified,91200.0,Fully Paid,debt_consolidation,3.54,0.0,2009,12
20000,36,14.61,D,D1,2 years,MORTGAGE,Not Verified,90000.0,Fully Paid,home_improvement,9.91,0.0,2009,12
15175,36,19.13,F,F4,< 1 year,RENT,Not Verified,55000.0,Fully Paid,small_business,2.38,0.0,2009,12
20000,36,12.18,B,B4,10+ years,MORTGAGE,Verified,81600.0,Fully Paid,credit_card,9.79,0.0,2009,12
5000,36,12.87,C,C1,2 years,RENT,Not Verified,42000.0,Fully Paid,major_purchase,20.14,0.0,2009,12
6000,36,11.83,B,B3,4 years,RENT,Not Verified,76000.0,Fully Paid,debt_consolidation,3.44,0.0,2009,12
15000,36,13.57,C,C3,< 1 year,RENT,Not Verified,60000.0,Fully Paid,credit_card,17.22,0.0,2009,12
5000,36,14.96,D,D2,10+ years,RENT,Not Verified,30796.8,Fully Paid,debt_consolidation,14.69,0.0,2009,12
2500,36,14.96,D,D2,10+ years,OWN,Not Verified,41000.0,Fully Paid,debt_consolidation,13.2,0.0,2009,12
4000,36,7.74,A,A3,7 years,MORTGAGE,Not Verified,108000.0,Fully Paid,medical,6.02,0.0,2009,12
24000,36,16.0,D,D5,10+ years,RENT,Not Verified,150000.0,Fully Paid,small_business,7.01,0.0,2009,12
20000,36,21.21,G,G5,< 1 year,MORTGAGE,Not Verified,76800.0,Fully Paid,small_business,5.72,0.0,2009,12
9600,36,13.22,C,C2,< 1 year,MORTGAGE,Not Verified,100000.0,Fully Paid,other,11.44,0.0,2009,12
17925,36,14.26,C,C5,4 years,MORTGAGE,Verified,84000.0,Fully Paid,other,16.57,0.0,2009,12
2500,36,12.18,B,B4,7 years,MORTGAGE,Not Verified,44340.0,Charged Off,other,22.41,0.0,2009,12
7500,36,13.92,C,C4,8 years,MORTGAGE,Not Verified,35000.0,Fully Paid,debt_consolidation,14.06,0.0,2009,12
12250,36,8.94,A,A5,6 years,MORTGAGE,Not Verified,32000.0,Fully Paid,debt_consolidation,12.6,0.0,2009,12
20000,36,12.53,B,B5,< 1 year,MORTGAGE,Not Verified,60000.0,Fully Paid,home_improvement,2.6,0.0,2009,12
10000,36,13.92,C,C4,10+ years,RENT,Not Verified,67000.0,Fully Paid,debt_consolidation,21.65,0.0,2009,12
7200,36,13.22,C,C2,5 years,RENT,Not Verified,60000.0,Fully Paid,debt_consolidation,14.42,0.0,2009,12
5000,36,16.35,E,E1,9 years,MORTGAGE,Verified,82640.0,Fully Paid,credit_card,14.33,0.0,2009,12
10000,36,8.59,A,A4,< 1 year,RENT,Not Verified,70000.0,Fully Paid,credit_card,15.38,0.0,2009,12
20000,36,17.74,E,E5,6 years,RENT,Verified,135000.0,Fully Paid,debt_consolidation,19.85,1.0,2009,12
6000,36,11.83,B,B3,< 1 year,MORTGAGE,Not Verified,60000.0,Charged Off,medical,18.82,0.0,2009,12
3500,36,8.94,A,A5,2 years,MORTGAGE,Not Verified,48000.0,Charged Off,other,15.8,0.0,2009,12
3200,36,12.18,B,B4,5 years,MORTGAGE,Not Verified,33267.0,Fully Paid,other,19.84,0.0,2009,12
3000,36,11.83,B,B3,7 years,RENT,Not Verified,80400.0,Charged Off,other,23.67,0.0,2009,12
5400,36,7.74,A,A3,< 1 year,RENT,Verified,33600.0,Fully Paid,wedding,23.88,0.0,2009,12
3500,36,13.22,C,C2,2 years,RENT,Not Verified,68000.0,Fully Paid,major_purchase,14.33,0.0,2009,12
10000,36,7.74,A,A3,10+ years,OWN,Not Verified,72000.0,Fully Paid,other,3.42,0.0,2009,12
25000,36,15.31,D,D3,10+ years,MORTGAGE,Not Verified,80000.0,Fully Paid,small_business,0.81,0.0,2009,12
2400,36,13.92,C,C4,< 1 year,RENT,Not Verified,26400.0,Charged Off,other,21.0,0.0,2009,12
12000,36,14.26,C,C5,5 years,RENT,Verified,26000.0,Fully Paid,debt_consolidation,10.85,0.0,2009,12
5000,36,14.26,C,C5,7 years,MORTGAGE,Verified,100000.0,Fully Paid,educational,12.18,0.0,2009,12
10000,36,12.87,C,C1,< 1 year,RENT,Not Verified,24000.0,Fully Paid,other,8.45,0.0,2009,12
5000,36,12.87,C,C1,< 1 year,RENT,Not Verified,36000.0,Fully Paid,other,18.23,0.0,2009,12
4000,36,15.65,D,D4,2 years,RENT,Not Verified,13000.0,Fully Paid,other,3.42,0.0,2009,12
5000,36,13.22,C,C2,< 1 year,RENT,Not Verified,42000.0,Charged Off,other,13.49,0.0,2009,12
10000,36,13.22,C,C2,3 years,RENT,Not Verified,50000.0,Fully Paid,credit_card,7.44,0.0,2009,12
2000,36,12.18,B,B4,5 years,MORTGAGE,Not Verified,50000.0,Fully Paid,other,14.83,0.0,2009,12
21000,36,13.92,C,C4,6 years,OWN,Verified,68000.0,Charged Off,other,17.95,0.0,2009,12
5000,36,8.94,A,A5,3 years,OWN,Not Verified,50000.0,Fully Paid,educational,13.27,0.0,2009,12
4500,36,11.83,B,B3,3 years,OWN,Not Verified,24300.0,Fully Paid,car,0.99,0.0,2009,12
18600,36,14.26,C,C5,2 years,RENT,Not Verified,99700.0,Fully Paid,credit_card,17.26,0.0,2009,12
9000,36,8.94,A,A5,3 years,RENT,Not Verified,34000.0,Fully Paid,wedding,4.91,0.0,2009,12
14400,36,16.0,D,D5,8 years,OWN,Not Verified,82404.0,Fully Paid,debt_consolidation,12.74,0.0,2009,12
10000,36,12.87,C,C1,< 1 year,OWN,Verified,35000.0,Fully Paid,home_improvement,12.17,0.0,2009,12
3000,36,13.57,C,C3,3 years,RENT,Not Verified,100000.0,Fully Paid,other,10.19,0.0,2009,12
7000,36,13.22,C,C2,10+ years,RENT,Not Verified,89000.0,Fully Paid,debt_consolidation,14.25,0.0,2009,12
2500,36,11.14,B,B1,5 years,RENT,Not Verified,55000.0,Fully Paid,credit_card,6.2,0.0,2009,12
9000,36,8.94,A,A5,7 years,RENT,Not Verified,48000.0,Fully Paid,car,16.35,0.0,2009,12
10000,36,12.18,B,B4,8 years,MORTGAGE,Not Verified,64500.0,Fully Paid,debt_consolidation,18.7,0.0,2009,12
7300,36,11.14,B,B1,5 years,RENT,Not Verified,26729.2,Fully Paid,debt_consolidation,21.32,0.0,2009,12
8000,36,12.53,B,B5,4 years,RENT,Not Verified,29962.0,Fully Paid,debt_consolidation,19.22,0.0,2009,12
7500,36,12.53,B,B5,1 year,RENT,Not Verified,55000.0,Fully Paid,educational,4.49,0.0,2009,12
6000,36,8.59,A,A4,2 years,OWN,Not Verified,26000.0,Fully Paid,debt_consolidation,9.45,0.0,2009,12
2000,36,7.4,A,A2,3 years,MORTGAGE,Not Verified,60000.0,Fully Paid,car,10.04,0.0,2009,12
8500,36,13.92,C,C4,5 years,RENT,Verified,40000.0,Charged Off,debt_consolidation,16.05,0.0,2009,12
17500,36,12.53,B,B5,6 years,RENT,Not Verified,44000.0,Fully Paid,debt_consolidation,21.63,0.0,2009,12
6400,36,7.74,A,A3,< 1 year,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,18.07,0.0,2009,12
4000,36,14.26,C,C5,1 year,RENT,Not Verified,30000.0,Fully Paid,debt_consolidation,11.32,0.0,2009,12
1500,36,13.57,C,C3,9 years,RENT,Not Verified,60000.0,Fully Paid,other,20.6,0.0,2009,12
10000,36,8.59,A,A4,2 years,RENT,Not Verified,37000.0,Fully Paid,credit_card,14.85,0.0,2009,12
4750,36,12.18,B,B4,10+ years,MORTGAGE,Not Verified,137057.0,Fully Paid,debt_consolidation,23.49,0.0,2009,12
20000,36,11.14,B,B1,1 year,RENT,Not Verified,75000.0,Fully Paid,other,11.31,0.0,2009,12
8000,36,8.94,A,A5,5 years,OWN,Not Verified,95000.0,Fully Paid,home_improvement,8.82,0.0,2009,12
16000,36,11.14,B,B1,10+ years,RENT,Not Verified,79500.0,Fully Paid,debt_consolidation,6.51,0.0,2009,12
20000,36,15.31,D,D3,4 years,RENT,Not Verified,95000.0,Fully Paid,debt_consolidation,9.28,0.0,2009,12
20400,36,17.74,E,E5,2 years,OWN,Verified,57000.0,Charged Off,car,6.84,0.0,2009,12
6000,36,8.59,A,A4,< 1 year,RENT,Not Verified,48000.0,Fully Paid,credit_card,12.65,0.0,2009,12
4900,36,7.74,A,A3,3 years,MORTGAGE,Not Verified,75000.0,Fully Paid,other,4.64,0.0,2009,12
7500,36,11.14,B,B1,2 years,RENT,Not Verified,45450.0,Fully Paid,debt_consolidation,7.18,0.0,2009,12
23000,36,12.18,B,B4,2 years,RENT,Verified,78000.0,Charged Off,credit_card,8.58,0.0,2009,12
25000,36,15.65,D,D4,5 years,RENT,Not Verified,54383.42,Fully Paid,debt_consolidation,9.84,0.0,2009,12
4000,36,12.18,B,B4,1 year,MORTGAGE,Not Verified,66420.0,Fully Paid,major_purchase,19.84,0.0,2009,12
21000,36,13.57,C,C3,4 years,MORTGAGE,Not Verified,144000.0,Fully Paid,credit_card,13.95,0.0,2009,12
9000,36,11.14,B,B1,8 years,MORTGAGE,Not Verified,40000.0,Fully Paid,debt_consolidation,9.9,0.0,2009,12
5000,36,7.4,A,A2,7 years,MORTGAGE,Not Verified,44000.0,Fully Paid,debt_consolidation,13.58,0.0,2009,12
7000,36,12.18,B,B4,6 years,RENT,Not Verified,51000.0,Fully Paid,credit_card,15.69,0.0,2009,12
24250,36,12.18,B,B4,10+ years,OWN,Verified,54578.0,Charged Off,debt_consolidation,17.41,0.0,2009,12
24250,36,12.18,B,B4,10+ years,MORTGAGE,Verified,106925.0,Fully Paid,debt_consolidation,17.65,0.0,2009,12
5000,36,11.14,B,B1,1 year,RENT,Not Verified,70500.0,Fully Paid,credit_card,12.65,0.0,2009,12
6000,36,11.83,B,B3,3 years,MORTGAGE,Not Verified,45000.0,Fully Paid,debt_consolidation,23.15,0.0,2009,12
14550,36,8.94,A,A5,2 years,RENT,Not Verified,80409.0,Fully Paid,debt_consolidation,16.15,0.0,2009,12
8750,36,16.35,E,E1,2 years,MORTGAGE,Not Verified,70000.0,Fully Paid,other,3.05,0.0,2009,12
25000,36,12.18,B,B4,10+ years,MORTGAGE,Not Verified,118000.0,Fully Paid,debt_consolidation,3.48,0.0,2009,12
24250,36,12.53,B,B5,10+ years,OWN,Not Verified,225000.0,Fully Paid,home_improvement,12.7,0.0,2009,12
12000,36,12.53,B,B5,9 years,OWN,Not Verified,70000.0,Fully Paid,credit_card,23.14,0.0,2009,12
7500,36,11.83,B,B3,4 years,RENT,Not Verified,75000.0,Fully Paid,debt_consolidation,18.88,0.0,2009,12
6500,36,13.92,C,C4,1 year,RENT,Not Verified,24000.0,Fully Paid,debt_consolidation,16.2,0.0,2009,12
10000,36,8.94,A,A5,9 years,MORTGAGE,Verified,54528.0,Fully Paid,credit_card,7.68,0.0,2009,12
9800,36,13.22,C,C2,< 1 year,MORTGAGE,Verified,58800.0,Fully Paid,major_purchase,5.88,0.0,2009,12
24250,36,11.83,B,B3,< 1 year,RENT,Not Verified,168000.0,Fully Paid,debt_consolidation,11.42,0.0,2009,12
20000,36,11.83,B,B3,1 year,MORTGAGE,Verified,76000.0,Charged Off,debt_consolidation,10.72,0.0,2009,12
4000,36,8.94,A,A5,9 years,MORTGAGE,Not Verified,49000.0,Fully Paid,credit_card,18.59,0.0,2009,12
20000,36,12.18,B,B4,6 years,MORTGAGE,Verified,55640.0,Fully Paid,credit_card,23.72,0.0,2009,12
20000,36,16.7,E,E2,4 years,MORTGAGE,Not Verified,96000.0,Fully Paid,debt_consolidation,15.82,0.0,2009,12
6500,36,7.74,A,A3,5 years,RENT,Not Verified,72600.0,Fully Paid,other,13.72,0.0,2009,12
25000,36,16.0,D,D5,7 years,MORTGAGE,Not Verified,105000.0,Fully Paid,debt_consolidation,10.8,0.0,2009,12
25000,36,12.53,B,B5,10+ years,MORTGAGE,Verified,110004.0,Fully Paid,renewable_energy,10.97,0.0,2009,12
10000,36,13.57,C,C3,6 years,MORTGAGE,Not Verified,61000.0,Fully Paid,debt_consolidation,21.52,0.0,2009,12
2500,36,7.4,A,A2,< 1 year,RENT,Not Verified,25000.0,Fully Paid,moving,20.02,0.0,2009,12
6000,36,8.94,A,A5,10+ years,RENT,Not Verified,105000.0,Charged Off,other,10.42,0.0,2009,12
7000,36,18.09,F,F1,2 years,RENT,Not Verified,41000.0,Fully Paid,other,7.52,0.0,2009,12
5000,36,12.53,B,B5,2 years,RENT,Not Verified,37300.0,Charged Off,debt_consolidation,21.49,0.0,2009,12
10000,36,14.26,C,C5,< 1 year,MORTGAGE,Not Verified,100000.0,Fully Paid,car,8.95,0.0,2009,12
12000,36,12.87,C,C1,10+ years,RENT,Not Verified,32000.0,Charged Off,debt_consolidation,21.68,0.0,2009,12
8400,36,14.96,D,D2,< 1 year,RENT,Not Verified,32758.0,Fully Paid,debt_consolidation,13.92,0.0,2009,12
10000,36,11.48,B,B2,2 years,RENT,Not Verified,44796.0,Fully Paid,other,14.79,0.0,2009,12
9600,36,8.94,A,A5,9 years,OWN,Not Verified,53000.0,Fully Paid,debt_consolidation,18.41,0.0,2009,12
5000,36,8.94,A,A5,< 1 year,RENT,Not Verified,31000.0,Fully Paid,debt_consolidation,16.41,0.0,2009,12
15000,36,11.83,B,B3,10+ years,RENT,Not Verified,42000.0,Fully Paid,credit_card,14.2,1.0,2009,12
14000,36,8.94,A,A5,8 years,MORTGAGE,Not Verified,120000.0,Fully Paid,debt_consolidation,15.8,0.0,2009,12
15800,36,11.14,B,B1,< 1 year,OWN,Not Verified,100000.0,Fully Paid,debt_consolidation,21.88,0.0,2009,12
10000,36,12.87,C,C1,4 years,RENT,Not Verified,48996.0,Fully Paid,other,21.97,0.0,2009,12
6000,36,8.59,A,A4,< 1 year,MORTGAGE,Not Verified,80000.0,Fully Paid,debt_consolidation,22.52,0.0,2009,12
7500,36,8.59,A,A4,4 years,MORTGAGE,Not Verified,65000.0,Fully Paid,major_purchase,19.88,0.0,2009,12
5000,36,11.14,B,B1,9 years,RENT,Not Verified,24000.0,Fully Paid,other,3.3,0.0,2009,12
3000,36,7.4,A,A2,3 years,RENT,Not Verified,25000.0,Fully Paid,major_purchase,6.91,0.0,2009,11
7000,36,14.96,D,D2,5 years,MORTGAGE,Not Verified,72000.0,Fully Paid,credit_card,12.59,0.0,2009,11
20000,36,15.65,D,D4,10+ years,RENT,Not Verified,52000.0,Fully Paid,small_business,0.35,0.0,2009,12
8400,36,12.87,C,C1,9 years,MORTGAGE,Not Verified,127000.0,Fully Paid,home_improvement,16.36,0.0,2009,12
9600,36,8.94,A,A5,4 years,OWN,Not Verified,75000.0,Fully Paid,home_improvement,18.19,0.0,2009,12
3500,36,13.92,C,C4,3 years,RENT,Not Verified,30000.0,Fully Paid,other,5.36,0.0,2009,12
2800,36,12.53,B,B5,< 1 year,MORTGAGE,Not Verified,48000.0,Fully Paid,credit_card,23.23,0.0,2009,12
24000,36,11.48,B,B2,6 years,MORTGAGE,Not Verified,100000.0,Fully Paid,debt_consolidation,12.68,0.0,2009,12
6000,36,11.48,B,B2,7 years,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,15.67,0.0,2009,12
7500,36,12.87,C,C1,< 1 year,RENT,Not Verified,42000.0,Fully Paid,debt_consolidation,8.31,0.0,2009,12
10000,36,11.83,B,B3,10+ years,OWN,Not Verified,47211.0,Fully Paid,other,9.66,0.0,2009,12
4000,36,12.87,C,C1,2 years,OWN,Not Verified,18000.0,Charged Off,other,13.8,0.0,2009,12
1500,36,7.4,A,A2,< 1 year,RENT,Not Verified,38000.0,Fully Paid,debt_consolidation,0.69,0.0,2009,12
7000,36,14.96,D,D2,3 years,RENT,Verified,78000.0,Fully Paid,credit_card,2.64,0.0,2009,11
17500,36,12.53,B,B5,< 1 year,MORTGAGE,Verified,74000.0,Fully Paid,home_improvement,23.35,0.0,2009,12
20000,36,13.57,C,C3,< 1 year,OWN,Not Verified,56400.0,Fully Paid,debt_consolidation,22.06,0.0,2009,12
3000,36,11.83,B,B3,6 years,MORTGAGE,Verified,83000.0,Fully Paid,credit_card,11.71,0.0,2009,12
12000,36,11.48,B,B2,< 1 year,MORTGAGE,Not Verified,120000.0,Fully Paid,other,1.01,0.0,2009,12
1500,36,12.87,C,C1,3 years,RENT,Not Verified,60000.0,Fully Paid,other,8.52,0.0,2009,11
11400,36,12.53,B,B5,9 years,MORTGAGE,Not Verified,57000.0,Fully Paid,debt_consolidation,13.64,0.0,2009,12
20000,36,11.83,B,B3,9 years,MORTGAGE,Not Verified,47472.0,Fully Paid,major_purchase,6.77,0.0,2009,12
13000,36,13.57,C,C3,3 years,RENT,Not Verified,40800.0,Fully Paid,debt_consolidation,15.79,0.0,2009,12
4750,36,11.83,B,B3,3 years,MORTGAGE,Not Verified,36000.0,Fully Paid,debt_consolidation,21.8,0.0,2009,11
17500,36,12.53,B,B5,3 years,RENT,Not Verified,37232.0,Fully Paid,credit_card,20.85,0.0,2009,12
22000,36,14.26,C,C5,3 years,RENT,Not Verified,60000.0,Fully Paid,debt_consolidation,21.34,0.0,2009,12
22000,36,18.78,F,F3,3 years,RENT,Not Verified,38400.0,Fully Paid,house,9.69,0.0,2009,12
5300,36,12.18,B,B4,10+ years,MORTGAGE,Not Verified,60612.0,Fully Paid,debt_consolidation,20.73,0.0,2009,12
6500,36,8.59,A,A4,2 years,MORTGAGE,Not Verified,30000.0,Fully Paid,debt_consolidation,12.28,0.0,2009,12
16000,36,13.22,C,C2,10+ years,MORTGAGE,Not Verified,67014.48,Fully Paid,debt_consolidation,11.94,0.0,2009,12
14000,36,13.92,C,C4,10+ years,MORTGAGE,Not Verified,74000.0,Fully Paid,debt_consolidation,21.91,0.0,2009,12
10000,36,11.48,B,B2,7 years,RENT,Verified,46256.0,Fully Paid,debt_consolidation,9.75,0.0,2009,12
3000,36,8.59,A,A4,4 years,OWN,Not Verified,77250.0,Fully Paid,other,15.92,0.0,2009,11
15000,36,12.53,B,B5,10+ years,MORTGAGE,Verified,35000.0,Fully Paid,debt_consolidation,12.03,1.0,2009,12
20000,36,15.65,D,D4,2 years,RENT,Verified,57500.0,Fully Paid,debt_consolidation,4.88,0.0,2009,12
5000,36,19.47,F,F5,< 1 year,MORTGAGE,Not Verified,120000.0,Fully Paid,small_business,9.35,0.0,2009,12
15000,36,12.53,B,B5,1 year,RENT,Not Verified,61100.0,Fully Paid,other,16.56,0.0,2009,12
7000,36,8.59,A,A4,2 years,MORTGAGE,Not Verified,55000.0,Fully Paid,major_purchase,6.09,0.0,2009,11
16000,36,15.31,D,D3,3 years,RENT,Not Verified,70000.0,Charged Off,debt_consolidation,20.64,0.0,2009,12
6000,36,14.26,C,C5,< 1 year,RENT,Verified,74568.0,Fully Paid,debt_consolidation,14.05,0.0,2009,12
14400,36,12.18,B,B4,10+ years,OWN,Verified,28000.0,Fully Paid,debt_consolidation,0.0,0.0,2009,12
24250,36,12.53,B,B5,5 years,OWN,Not Verified,101000.0,Fully Paid,debt_consolidation,14.3,0.0,2009,12
4000,36,7.4,A,A2,< 1 year,RENT,Not Verified,36000.0,Fully Paid,major_purchase,10.43,0.0,2009,11
2500,36,14.61,D,D1,9 years,MORTGAGE,Not Verified,64999.92,Fully Paid,credit_card,15.23,0.0,2009,11
9600,36,15.31,D,D3,7 years,RENT,Not Verified,51000.0,Fully Paid,debt_consolidation,5.81,0.0,2009,12
8500,36,11.48,B,B2,5 years,RENT,Not Verified,19200.0,Fully Paid,educational,14.06,0.0,2009,12
7000,36,8.59,A,A4,< 1 year,MORTGAGE,Not Verified,100000.0,Fully Paid,debt_consolidation,11.18,0.0,2009,12
16000,36,8.94,A,A5,6 years,MORTGAGE,Not Verified,125000.0,Fully Paid,credit_card,13.16,0.0,2009,12
6000,36,15.31,D,D3,< 1 year,RENT,Not Verified,45396.0,Fully Paid,debt_consolidation,14.7,0.0,2009,12
13000,36,13.57,C,C3,4 years,RENT,Not Verified,33800.0,Fully Paid,debt_consolidation,21.76,0.0,2009,12
7000,36,14.26,C,C5,< 1 year,RENT,Not Verified,32000.0,Charged Off,debt_consolidation,13.35,0.0,2009,12
20000,36,12.18,B,B4,2 years,RENT,Not Verified,61000.0,Fully Paid,debt_consolidation,12.96,0.0,2009,12
5500,36,8.59,A,A4,10+ years,MORTGAGE,Not Verified,55000.0,Fully Paid,debt_consolidation,14.97,0.0,2009,11
8000,36,14.26,C,C5,3 years,RENT,Not Verified,70000.0,Fully Paid,credit_card,18.48,0.0,2009,11
18000,36,14.61,D,D1,< 1 year,MORTGAGE,Not Verified,135000.0,Fully Paid,small_business,8.04,0.0,2009,12
1200,36,13.92,C,C4,< 1 year,MORTGAGE,Not Verified,27600.0,Fully Paid,home_improvement,11.87,0.0,2009,12
16000,36,13.22,C,C2,1 year,MORTGAGE,Not Verified,80689.8,Fully Paid,credit_card,19.91,0.0,2009,12
14100,36,14.26,C,C5,7 years,RENT,Not Verified,52000.0,Charged Off,credit_card,20.91,0.0,2009,11
15000,36,8.94,A,A5,9 years,RENT,Not Verified,102000.0,Fully Paid,credit_card,7.31,0.0,2009,12
10000,36,15.31,D,D3,2 years,MORTGAGE,Not Verified,33800.0,Fully Paid,debt_consolidation,15.02,0.0,2009,12
12000,36,11.14,B,B1,10+ years,OWN,Not Verified,92000.0,Fully Paid,home_improvement,12.52,0.0,2009,11
4750,36,16.7,E,E2,< 1 year,MORTGAGE,Not Verified,31200.0,Charged Off,small_business,18.27,0.0,2009,12
5000,36,13.22,C,C2,2 years,MORTGAGE,Not Verified,110000.0,Charged Off,home_improvement,15.4,0.0,2009,11
9000,36,13.57,C,C3,2 years,OWN,Not Verified,33300.0,Fully Paid,debt_consolidation,11.14,0.0,2009,11
3000,36,14.26,C,C5,< 1 year,RENT,Not Verified,16800.0,Fully Paid,wedding,12.21,0.0,2009,11
3000,36,7.74,A,A3,< 1 year,OWN,Not Verified,24000.0,Fully Paid,other,24.55,0.0,2009,12
6000,36,12.18,B,B4,2 years,RENT,Not Verified,24000.0,Charged Off,debt_consolidation,9.65,0.0,2009,11
3250,36,8.94,A,A5,< 1 year,RENT,Not Verified,45000.0,Charged Off,other,6.13,0.0,2009,11
14000,36,13.57,C,C3,2 years,OWN,Not Verified,48000.0,Fully Paid,debt_consolidation,8.8,0.0,2009,12
